"","iphash","fingerprint","ipid","q","skip","type","ntrials","startweight","endweight","modeweight","len","unique.weights","time.trial","training","post.training","fingerid"
"695","83f0e25ea6d70ea7a2cf51e028cdc4bc","6ad3ba07cf00d3140f5301af0c53f76f","98.154.30",7,0,"y",14,0.6,0.55,0.6,3,3,4,FALSE,TRUE,97
"696","83f0e25ea6d70ea7a2cf51e028cdc4bc","6ad3ba07cf00d3140f5301af0c53f76f","98.154.30",8,0,"y",14,0.25,0.35,0.25,3,3,2,FALSE,TRUE,97
"697","83f0e25ea6d70ea7a2cf51e028cdc4bc","6ad3ba07cf00d3140f5301af0c53f76f","98.154.30",9,0,"y",14,0.6,0.625,0.6,2,2,3,FALSE,TRUE,97
"698","83f0e25ea6d70ea7a2cf51e028cdc4bc","6ad3ba07cf00d3140f5301af0c53f76f","98.154.30",10,0,"x",14,0.75,0.625,0.75,6,6,6,FALSE,TRUE,97
"699","84e0a0e1ede50f6b8c38295814a4e677","11f9b0adb2db6625c86a193109446d9c","98.250.164",0,0,"x",1,0.0999999999999996,0.525,0.0999999999999996,9,9,9,TRUE,FALSE,18
"700","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",0,0,"x",18,0.0999999999999996,0.0999999999999996,0.0999999999999996,31,16,57,TRUE,FALSE,134
"701","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",2,0,"y",18,0.0999999999999996,0,0.0999999999999996,6,4,11,FALSE,TRUE,134
"702","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",3,0,"y",18,0.35,0,0,8,7,34,FALSE,TRUE,134
"703","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",4,0,"x",18,1,1.2,1,3,3,9,FALSE,TRUE,134
"704","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",5,0,"x",18,0.6,0.55,0.6,5,4,20,FALSE,TRUE,134
"705","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",6,0,"y",18,1,0,1,73,39,1.95,FALSE,TRUE,134
"706","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",7,0,"y",18,0.5,0,0,11,10,18,FALSE,TRUE,134
"707","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",8,0,"y",18,0.6,0,0.0999999999999996,15,13,26,FALSE,TRUE,134
"708","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",9,0,"y",18,0.0999999999999996,0,0.0999999999999996,2,2,3,FALSE,TRUE,134
"709","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",10,0,"x",18,0.25,0.3,0.25,2,2,5,FALSE,TRUE,134
"710","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",11,0,"y",18,0.55,0,0.55,11,11,38,FALSE,TRUE,134
"711","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",12,0,"y",18,0.35,0,0,10,7,21,FALSE,TRUE,134
"712","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",13,0,"y",18,0.3,0,0.3,5,5,18,FALSE,TRUE,134
"713","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",15,0,"x",18,0.5,0.5,0.5,3,2,7,FALSE,TRUE,134
"714","851728ac97e64889235db93082313d0a","989a3f69aa237f5406cbc78e7d58d4c8","70.114.233",17,0,"x",18,0.3,0.25,0.3,2,2,12,FALSE,TRUE,134
"715","85ad97586229ab28a643f2ed5b0d3c85","b6e8b8d6be43ba2252f5d68362dd1325","67.161.189",2,0,"y",18,0.35,0.3,0.35,2,2,1,FALSE,TRUE,152
"716","85ad97586229ab28a643f2ed5b0d3c85","b6e8b8d6be43ba2252f5d68362dd1325","67.161.189",3,0,"y",18,0,0.2,0,3,3,19,FALSE,TRUE,152
"717","85ad97586229ab28a643f2ed5b0d3c85","b6e8b8d6be43ba2252f5d68362dd1325","67.161.189",4,0,"y",18,1,0.2,1,34,31,51,FALSE,TRUE,152
"718","85ad97586229ab28a643f2ed5b0d3c85","b6e8b8d6be43ba2252f5d68362dd1325","67.161.189",5,0,"x",18,0,-0.25,0,2,2,5,FALSE,TRUE,152
"719","85ad97586229ab28a643f2ed5b0d3c85","b6e8b8d6be43ba2252f5d68362dd1325","67.161.189",6,0,"x",18,1,0.95,1,2,2,6,FALSE,TRUE,152
"720","85ad97586229ab28a643f2ed5b0d3c85","b6e8b8d6be43ba2252f5d68362dd1325","67.161.189",9,0,"x",18,0.75,0.8,0.75,3,3,7,FALSE,TRUE,152
"721","85ad97586229ab28a643f2ed5b0d3c85","b6e8b8d6be43ba2252f5d68362dd1325","67.161.189",12,0,"x",18,0.3,0.45,0.3,4,4,13,FALSE,TRUE,152
"722","85ad97586229ab28a643f2ed5b0d3c85","b6e8b8d6be43ba2252f5d68362dd1325","67.161.189",15,0,"x",18,0.6,0.65,0.6,3,3,8,FALSE,TRUE,152
"723","85ad97586229ab28a643f2ed5b0d3c85","b6e8b8d6be43ba2252f5d68362dd1325","67.161.189",18,0,"y",18,0.3,0.25,0.3,4,3,15,FALSE,TRUE,152
"724","85bc493c6f8e7d4aad611687d399345c","530cd120aada3b31a5e176c0d2a839ac","67.3.170",0,0,"x",2,-0.25,0.0999999999999996,-0.25,9,6,9,TRUE,FALSE,71
"725","87db1df25e12d86d1387722cfd8c4f05","c35bea9a68663d0f342c871e9f01992e","74.93.212",3,0,"x",7,0.45,0,0.45,22,12,37,FALSE,TRUE,161
"726","87db1df25e12d86d1387722cfd8c4f05","c35bea9a68663d0f342c871e9f01992e","74.93.212",6,0,"x",7,1,0.3,1,25,23,1.21666666666667,FALSE,TRUE,161
"727","8837d6c429a8f8a4461f507eb87eaee8","9856036911773329d2a2815db56eaa92","99.8.77",0,0,"y",6,0.55,0,0.55,42,40,2.13333333333333,FALSE,FALSE,132
"728","8837d6c429a8f8a4461f507eb87eaee8","9856036911773329d2a2815db56eaa92","99.8.77",3,0,"x",6,0,0.0999999999999996,0,2,2,14,FALSE,FALSE,132
"729","8837d6c429a8f8a4461f507eb87eaee8","9856036911773329d2a2815db56eaa92","99.8.77",4,0,"y",6,0.75,0.525,0.75,10,10,23,FALSE,FALSE,132
"730","8867f26431e410877ced035dff096063","4454a553c1e3a174e6a59e128a283c19","92.20.155",0,0,"x",3,0.0999999999999996,0.0999999999999996,0.0999999999999996,39,18,1.1,FALSE,FALSE,63
"731","8867f26431e410877ced035dff096063","4454a553c1e3a174e6a59e128a283c19","92.20.155",1,0,"x",3,0.75,-0.25,0.75,28,22,46,FALSE,FALSE,63
"732","88e2d5bfa3d7793d8fcde20602c22e7c","2549769cb3021e101347b0dde69e2f64","66.186.162",0,0,"x",13,0.0999999999999996,0.25,0.0999999999999996,16,8,45,TRUE,FALSE,35
"733","88e2d5bfa3d7793d8fcde20602c22e7c","2549769cb3021e101347b0dde69e2f64","66.186.162",1,0,"y",13,0.3,0.4,0.3,3,3,2,TRUE,FALSE,35
"734","88e2d5bfa3d7793d8fcde20602c22e7c","2549769cb3021e101347b0dde69e2f64","66.186.162",2,0,"y",13,0.45,0.45,0.45,5,3,10,FALSE,TRUE,35
"735","88e2d5bfa3d7793d8fcde20602c22e7c","2549769cb3021e101347b0dde69e2f64","66.186.162",3,0,"x",13,0.6,0.525,0.6,4,4,14,FALSE,TRUE,35
"736","88e2d5bfa3d7793d8fcde20602c22e7c","2549769cb3021e101347b0dde69e2f64","66.186.162",4,0,"x",13,1,1.4,1,5,5,10,FALSE,TRUE,35
"737","88e2d5bfa3d7793d8fcde20602c22e7c","2549769cb3021e101347b0dde69e2f64","66.186.162",6,0,"y",13,0.6,0.65,0.65,19,11,29,FALSE,TRUE,35
"738","88e2d5bfa3d7793d8fcde20602c22e7c","2549769cb3021e101347b0dde69e2f64","66.186.162",7,0,"x",13,0,-0.5,0,3,3,11,FALSE,TRUE,35
"739","88e2d5bfa3d7793d8fcde20602c22e7c","2549769cb3021e101347b0dde69e2f64","66.186.162",8,0,"y",13,0.55,0.6,0.55,3,3,7,FALSE,TRUE,35
"740","88e2d5bfa3d7793d8fcde20602c22e7c","2549769cb3021e101347b0dde69e2f64","66.186.162",9,0,"y",13,1,0.7,1,10,10,12,FALSE,TRUE,35
"741","88e2d5bfa3d7793d8fcde20602c22e7c","2549769cb3021e101347b0dde69e2f64","66.186.162",10,0,"y",13,0.3,0.5,0.3,5,5,9,FALSE,TRUE,35
"742","8cdf7de779e9124d26378586c51200f6","ecde279950a73b205adfca76ba2239c1","71.230.176",0,0,"y",2,0.775,0.3,0.775,48,32,51,FALSE,FALSE,192
"743","8cdf7de779e9124d26378586c51200f6","ecde279950a73b205adfca76ba2239c1","71.230.176",1,0,"x",2,0.35,0.4,0.35,2,2,2,FALSE,FALSE,192
"744","8d641dc83cc8676d0259456aa40c2567","5d34ca1fb2959a6805488195291a1821","108.197.175",0,0,"x",1,-0.25,-0.5,-0.25,3,3,1,TRUE,FALSE,87
"745","8e482f7fdfe2e7fc1b0ade42270c6cef","a0d991eac7e53f80230e4c6c414a7b54","69.133.108",0,0,"x",14,0,0.2,0,9,5,15,TRUE,FALSE,139
"746","8e482f7fdfe2e7fc1b0ade42270c6cef","a0d991eac7e53f80230e4c6c414a7b54","69.133.108",1,0,"y",14,0.0999999999999996,0,0.0999999999999996,2,2,2,TRUE,FALSE,139
"747","8e482f7fdfe2e7fc1b0ade42270c6cef","a0d991eac7e53f80230e4c6c414a7b54","69.133.108",2,0,"y",14,0.55,0.25,0.55,14,11,22,FALSE,TRUE,139
"748","8e482f7fdfe2e7fc1b0ade42270c6cef","a0d991eac7e53f80230e4c6c414a7b54","69.133.108",3,0,"x",14,0,0,0,33,24,34,FALSE,TRUE,139
"749","8e482f7fdfe2e7fc1b0ade42270c6cef","a0d991eac7e53f80230e4c6c414a7b54","69.133.108",4,0,"x",14,0.5,0,0,11,10,16,FALSE,TRUE,139
"750","8e482f7fdfe2e7fc1b0ade42270c6cef","a0d991eac7e53f80230e4c6c414a7b54","69.133.108",5,0,"y",14,-0.25,0.25,-0.25,5,5,14,FALSE,TRUE,139
"751","8e482f7fdfe2e7fc1b0ade42270c6cef","a0d991eac7e53f80230e4c6c414a7b54","69.133.108",6,0,"y",14,1,1.1,1,22,21,27,FALSE,TRUE,139
"752","8e482f7fdfe2e7fc1b0ade42270c6cef","a0d991eac7e53f80230e4c6c414a7b54","69.133.108",7,0,"x",14,1,0,0,49,37,38,FALSE,TRUE,139
"753","8e482f7fdfe2e7fc1b0ade42270c6cef","a0d991eac7e53f80230e4c6c414a7b54","69.133.108",8,0,"y",14,0.0999999999999996,0.3,0.3,8,6,18,FALSE,TRUE,139
"754","8e482f7fdfe2e7fc1b0ade42270c6cef","a0d991eac7e53f80230e4c6c414a7b54","69.133.108",9,0,"x",14,0.55,0,0.55,11,11,15,FALSE,TRUE,139
"755","8e482f7fdfe2e7fc1b0ade42270c6cef","a0d991eac7e53f80230e4c6c414a7b54","69.133.108",10,0,"x",14,0.3,0,0,7,6,13,FALSE,TRUE,139
"756","8e482f7fdfe2e7fc1b0ade42270c6cef","a0d991eac7e53f80230e4c6c414a7b54","69.133.108",11,0,"x",14,0.75,0,0.75,19,19,24,FALSE,TRUE,139
"757","8ebd1a1676fc16bd09c29ae5abd843ca","d8d937e5275e9d0c4a6eeff62e9c8f33","204.210.146",2,0,"y",15,1,0.7,1,24,17,20,FALSE,TRUE,181
"758","8ebd1a1676fc16bd09c29ae5abd843ca","d8d937e5275e9d0c4a6eeff62e9c8f33","204.210.146",3,0,"x",15,0.7,0.95,0.7,8,8,4,FALSE,TRUE,181
"759","8ebd1a1676fc16bd09c29ae5abd843ca","d8d937e5275e9d0c4a6eeff62e9c8f33","204.210.146",4,0,"x",15,0.35,-1.75,0.35,13,13,9,FALSE,TRUE,181
"760","8ebd1a1676fc16bd09c29ae5abd843ca","d8d937e5275e9d0c4a6eeff62e9c8f33","204.210.146",5,0,"x",15,0,0.35,0,6,6,16,FALSE,TRUE,181
"761","8ebd1a1676fc16bd09c29ae5abd843ca","d8d937e5275e9d0c4a6eeff62e9c8f33","204.210.146",6,0,"x",15,0.25,0.45,0.25,5,5,6,FALSE,TRUE,181
"762","8ebd1a1676fc16bd09c29ae5abd843ca","d8d937e5275e9d0c4a6eeff62e9c8f33","204.210.146",7,0,"y",15,0.4,-0.75,0.4,10,10,5,FALSE,TRUE,181
"763","8ebd1a1676fc16bd09c29ae5abd843ca","d8d937e5275e9d0c4a6eeff62e9c8f33","204.210.146",8,0,"y",15,0.35,0.725,0.35,14,14,10,FALSE,TRUE,181
"764","8ebd1a1676fc16bd09c29ae5abd843ca","d8d937e5275e9d0c4a6eeff62e9c8f33","204.210.146",9,0,"y",15,0,0.5,0,23,16,13,FALSE,TRUE,181
"765","8ebd1a1676fc16bd09c29ae5abd843ca","d8d937e5275e9d0c4a6eeff62e9c8f33","204.210.146",10,0,"y",15,0.35,0.4,0.35,3,3,3,FALSE,TRUE,181
"766","8ebd1a1676fc16bd09c29ae5abd843ca","d8d937e5275e9d0c4a6eeff62e9c8f33","204.210.146",11,0,"x",15,0.55,0.25,0.55,9,9,9,FALSE,TRUE,181
"767","8ebd1a1676fc16bd09c29ae5abd843ca","d8d937e5275e9d0c4a6eeff62e9c8f33","204.210.146",13,0,"y",15,0,0.5,0,9,9,7,FALSE,TRUE,181
"768","8f0e05917f5c400ff6ce87918c509b9f","1b8402238cb01e4765d8eca4e07b153c","75.151.110",0,0,"y",2,0.0999999999999996,0,0.0999999999999996,12,5,34,FALSE,FALSE,28
"769","8f0e05917f5c400ff6ce87918c509b9f","1cb2a124b2bc5fd098c4c3dba83bba19","75.151.110",0,0,"x",1,0.75,0.75,0.75,13,10,7.38333333333333,FALSE,FALSE,30
"770","8fdad6a60b1bd5501982e57bb0a9ad55","394513b10b89ff30b77149861087f38b","217.94.24",0,0,"x",4,-0.25,0.25,-0.25,5,5,15,FALSE,FALSE,53
"771","8fdad6a60b1bd5501982e57bb0a9ad55","394513b10b89ff30b77149861087f38b","217.94.24",0,2,"x",4,0.6,0.575,0.6,2,2,1,FALSE,FALSE,53
"772","90cae108068f74a649f2f40d42a10dfb","c4683d774dbfb72a11aee79446a45e11","124.189.52",0,0,"x",2,0.0999999999999996,0.95,0.95,25,24,15,TRUE,FALSE,164
"773","90cae108068f74a649f2f40d42a10dfb","c4683d774dbfb72a11aee79446a45e11","124.189.52",1,0,"y",2,1,2.25,1,9,9,16,TRUE,FALSE,164
"774","91f74f35904a39bd42823d62562ffd61","821a0611e17c96b9038fe3747206ce6e","24.238.107",0,0,"y",3,0.575,0.9,0.9,32,22,49,FALSE,FALSE,113
"775","91f74f35904a39bd42823d62562ffd61","821a0611e17c96b9038fe3747206ce6e","24.238.107",1,0,"x",3,0.75,0.6,0.75,9,8,23,FALSE,FALSE,113
"776","92733555c19410784f7d848836a8a931","361e1739ba7d68b30bb7c56277247dae","74.134.153",0,0,"y",2,0.3,0.2,0.3,28,20,43,FALSE,FALSE,50
"777","930fe3825ac7369d45592ed24b3d1f4c","57929849697e1993da53f9287033b881","72.87.133",0,0,"y",2,0.0999999999999996,4.5,0.0999999999999996,39,39,22,FALSE,FALSE,79
"778","934437a3216cf0ec0d75253e780d7369","7e765027cb4705cbf226f5358242a56c","71.200.206",0,0,"x",28,0.0999999999999996,0,0,57,20,9.61666666666667,TRUE,FALSE,111
"779","934437a3216cf0ec0d75253e780d7369","7e765027cb4705cbf226f5358242a56c","71.200.206",1,0,"y",28,-0.5,-0.75,-0.75,4,3,16,TRUE,FALSE,111
"780","934437a3216cf0ec0d75253e780d7369","7e765027cb4705cbf226f5358242a56c","71.200.206",2,0,"y",28,0.0999999999999996,-0.25,0.0999999999999996,3,3,6,FALSE,TRUE,111
"781","934437a3216cf0ec0d75253e780d7369","7e765027cb4705cbf226f5358242a56c","71.200.206",3,0,"x",28,0,-0.5,0,3,3,6,FALSE,TRUE,111
"782","934437a3216cf0ec0d75253e780d7369","7e765027cb4705cbf226f5358242a56c","71.200.206",4,0,"y",28,-0.25,0,-0.25,4,2,9,FALSE,TRUE,111
"783","934437a3216cf0ec0d75253e780d7369","7e765027cb4705cbf226f5358242a56c","71.200.206",5,0,"y",28,1,0,0.0999999999999996,49,35,1.05,FALSE,TRUE,111
"784","934437a3216cf0ec0d75253e780d7369","7e765027cb4705cbf226f5358242a56c","71.200.206",6,0,"x",28,0.3,0.0999999999999996,0.3,4,4,8,FALSE,TRUE,111
"785","934437a3216cf0ec0d75253e780d7369","7e765027cb4705cbf226f5358242a56c","71.200.206",7,0,"x",28,0,-0.5,0,3,3,6,FALSE,TRUE,111
"786","934437a3216cf0ec0d75253e780d7369","7e765027cb4705cbf226f5358242a56c","71.200.206",8,0,"x",28,0.25,-0.25,0.25,5,5,10,FALSE,TRUE,111
"787","934437a3216cf0ec0d75253e780d7369","7e765027cb4705cbf226f5358242a56c","71.200.206",9,0,"x",28,0.35,-1,0.35,10,10,30,FALSE,TRUE,111
"788","934437a3216cf0ec0d75253e780d7369","7e765027cb4705cbf226f5358242a56c","71.200.206",10,0,"x",28,1,0.95,1,2,2,9,FALSE,TRUE,111
"789","934437a3216cf0ec0d75253e780d7369","7e765027cb4705cbf226f5358242a56c","71.200.206",11,0,"y",28,0.6,0,0.6,13,13,55,FALSE,TRUE,111
"790","934437a3216cf0ec0d75253e780d7369","7e765027cb4705cbf226f5358242a56c","71.200.206",12,0,"y",28,0.55,0.55,0.55,3,1,1.01666666666667,FALSE,TRUE,111
"791","93747a712488c457370ce898af07e56f","30c3e0ada33d428e0b03e891861e75ee","121.247.68",0,0,"x",16,0,0.0999999999999996,0,12,7,58,TRUE,FALSE,44
"792","93747a712488c457370ce898af07e56f","30c3e0ada33d428e0b03e891861e75ee","121.247.68",2,0,"x",16,0.35,0.35,0.35,3,2,21,FALSE,TRUE,44
"793","93747a712488c457370ce898af07e56f","30c3e0ada33d428e0b03e891861e75ee","121.247.68",3,0,"x",16,0.55,0.575,0.55,2,2,16,FALSE,TRUE,44
"794","93747a712488c457370ce898af07e56f","30c3e0ada33d428e0b03e891861e75ee","121.247.68",4,0,"y",16,1,0,1,25,25,46,FALSE,TRUE,44
"795","93747a712488c457370ce898af07e56f","30c3e0ada33d428e0b03e891861e75ee","121.247.68",6,0,"x",16,1,1.1,1,2,2,13,FALSE,TRUE,44
"796","93747a712488c457370ce898af07e56f","30c3e0ada33d428e0b03e891861e75ee","121.247.68",7,0,"y",16,0.55,0,0.0999999999999996,13,11,57,FALSE,TRUE,44
"797","93747a712488c457370ce898af07e56f","30c3e0ada33d428e0b03e891861e75ee","121.247.68",8,0,"y",16,0.0999999999999996,0,0.0999999999999996,2,2,7,FALSE,TRUE,44
"798","93747a712488c457370ce898af07e56f","30c3e0ada33d428e0b03e891861e75ee","121.247.68",9,0,"y",16,0.35,0,0.35,6,6,9,FALSE,TRUE,44
"799","93747a712488c457370ce898af07e56f","30c3e0ada33d428e0b03e891861e75ee","121.247.68",10,0,"y",16,0.75,0,0.75,19,19,54,FALSE,TRUE,44
"800","93747a712488c457370ce898af07e56f","30c3e0ada33d428e0b03e891861e75ee","121.247.68",11,0,"x",16,0.5,0.525,0.5,2,2,30,FALSE,TRUE,44
"801","93747a712488c457370ce898af07e56f","30c3e0ada33d428e0b03e891861e75ee","121.247.68",12,0,"x",16,0.75,0.725,0.75,2,2,18,FALSE,TRUE,44
"802","93747a712488c457370ce898af07e56f","30c3e0ada33d428e0b03e891861e75ee","121.247.68",13,0,"x",16,0.55,0.55,0.55,5,2,22,FALSE,TRUE,44
"803","96746f29d03178c36bca9c4a65000ee3","e870d83bfdd2c900fd29cf00ceb422f6","71.119.124",0,0,"x",13,0,0.0999999999999996,0,40,20,1.3,TRUE,FALSE,189
"804","96746f29d03178c36bca9c4a65000ee3","e870d83bfdd2c900fd29cf00ceb422f6","71.119.124",1,0,"y",13,0.2,0.25,0.2,2,2,6,TRUE,FALSE,189
"805","96746f29d03178c36bca9c4a65000ee3","e870d83bfdd2c900fd29cf00ceb422f6","71.119.124",2,0,"y",13,0.2,0.0999999999999996,0.2,2,2,3,FALSE,TRUE,189
"806","96746f29d03178c36bca9c4a65000ee3","e870d83bfdd2c900fd29cf00ceb422f6","71.119.124",3,0,"y",13,1,0.0999999999999996,1,24,24,41,FALSE,TRUE,189
"807","96746f29d03178c36bca9c4a65000ee3","e870d83bfdd2c900fd29cf00ceb422f6","71.119.124",4,0,"x",13,0.2,0.3,0.2,3,3,4,FALSE,TRUE,189
"808","96746f29d03178c36bca9c4a65000ee3","e870d83bfdd2c900fd29cf00ceb422f6","71.119.124",5,0,"x",13,0.25,0.25,0.25,3,2,10,FALSE,TRUE,189
"809","96746f29d03178c36bca9c4a65000ee3","e870d83bfdd2c900fd29cf00ceb422f6","71.119.124",6,0,"y",13,0.3,0.2,0.3,5,4,8,FALSE,TRUE,189
"810","96746f29d03178c36bca9c4a65000ee3","e870d83bfdd2c900fd29cf00ceb422f6","71.119.124",7,0,"x",13,0,-0.25,0,2,2,1,FALSE,TRUE,189
"811","96746f29d03178c36bca9c4a65000ee3","e870d83bfdd2c900fd29cf00ceb422f6","71.119.124",9,0,"y",13,0.5,0,0.5,11,10,27,FALSE,TRUE,189
"812","96746f29d03178c36bca9c4a65000ee3","e870d83bfdd2c900fd29cf00ceb422f6","71.119.124",10,0,"y",13,0.35,0.2,0.35,6,5,23,FALSE,TRUE,189
"813","96746f29d03178c36bca9c4a65000ee3","e870d83bfdd2c900fd29cf00ceb422f6","71.119.124",11,0,"x",13,0.25,0.2,0.25,2,2,17,FALSE,TRUE,189
"814","97950a0914918029fdd6c3bf2ce1693b","16bf4ae19e7d1440409031e07fdc52de","72.37.249",0,0,"x",12,0.0999999999999996,0,0.25,6,5,4.4,TRUE,FALSE,22
"815","97950a0914918029fdd6c3bf2ce1693b","16bf4ae19e7d1440409031e07fdc52de","72.37.249",1,0,"y",12,0.3,0.0999999999999996,0.3,12,8,23,TRUE,FALSE,22
"816","97950a0914918029fdd6c3bf2ce1693b","16bf4ae19e7d1440409031e07fdc52de","72.37.249",2,0,"y",12,0.2,0.3,0.2,3,3,4,FALSE,TRUE,22
"817","97950a0914918029fdd6c3bf2ce1693b","16bf4ae19e7d1440409031e07fdc52de","72.37.249",3,0,"y",12,0.6,0.65,0.6,3,3,4,FALSE,TRUE,22
"818","97950a0914918029fdd6c3bf2ce1693b","16bf4ae19e7d1440409031e07fdc52de","72.37.249",4,0,"x",12,0.675,0.775,0.675,5,5,5,FALSE,TRUE,22
"819","97950a0914918029fdd6c3bf2ce1693b","16bf4ae19e7d1440409031e07fdc52de","72.37.249",5,0,"x",12,1,0.0999999999999996,1,30,27,39,FALSE,TRUE,22
"820","97950a0914918029fdd6c3bf2ce1693b","16bf4ae19e7d1440409031e07fdc52de","72.37.249",6,0,"x",12,0,0.0999999999999996,0,2,2,4,FALSE,TRUE,22
"821","97950a0914918029fdd6c3bf2ce1693b","16bf4ae19e7d1440409031e07fdc52de","72.37.249",7,0,"y",12,1,0.75,1,7,7,12,FALSE,TRUE,22
"822","97950a0914918029fdd6c3bf2ce1693b","16bf4ae19e7d1440409031e07fdc52de","72.37.249",8,0,"x",12,0.3,0.0999999999999996,0.3,6,5,11,FALSE,TRUE,22
"823","97950a0914918029fdd6c3bf2ce1693b","16bf4ae19e7d1440409031e07fdc52de","72.37.249",9,0,"x",12,0.25,0.0999999999999996,0.25,5,4,15,FALSE,TRUE,22
"824","97950a0914918029fdd6c3bf2ce1693b","16bf4ae19e7d1440409031e07fdc52de","72.37.249",10,0,"x",12,0.35,-0.25,0.35,7,7,12,FALSE,TRUE,22
"825","9838a4f55ccfdf1ef804fd7bdd494b67","630a9733f1b1816d9fe1c41820507bac","99.67.218",0,0,"x",14,0.0999999999999996,0.5,0.5,9,8,26,TRUE,FALSE,91
"826","9838a4f55ccfdf1ef804fd7bdd494b67","630a9733f1b1816d9fe1c41820507bac","99.67.218",2,0,"y",14,0.525,0.625,0.625,94,41,1.4,FALSE,TRUE,91
"827","9838a4f55ccfdf1ef804fd7bdd494b67","630a9733f1b1816d9fe1c41820507bac","99.67.218",3,0,"y",14,1,0.4,1.2,41,25,1.46666666666667,FALSE,TRUE,91
"828","9838a4f55ccfdf1ef804fd7bdd494b67","630a9733f1b1816d9fe1c41820507bac","99.67.218",4,0,"y",14,0.35,0.45,0.35,3,3,2,FALSE,TRUE,91
"829","9838a4f55ccfdf1ef804fd7bdd494b67","630a9733f1b1816d9fe1c41820507bac","99.67.218",5,0,"x",14,1,1.4,1,5,5,11,FALSE,TRUE,91
"830","9838a4f55ccfdf1ef804fd7bdd494b67","630a9733f1b1816d9fe1c41820507bac","99.67.218",6,0,"x",14,0,0.3,0,5,5,8,FALSE,TRUE,91
"831","9838a4f55ccfdf1ef804fd7bdd494b67","630a9733f1b1816d9fe1c41820507bac","99.67.218",7,0,"x",14,0.35,0.45,0.35,3,3,8,FALSE,TRUE,91
"832","9838a4f55ccfdf1ef804fd7bdd494b67","630a9733f1b1816d9fe1c41820507bac","99.67.218",8,0,"y",14,0.3,0.4,0.3,3,3,7,FALSE,TRUE,91
"833","9838a4f55ccfdf1ef804fd7bdd494b67","630a9733f1b1816d9fe1c41820507bac","99.67.218",9,0,"x",14,0.45,0.525,0.45,3,3,4,FALSE,TRUE,91
"834","9838a4f55ccfdf1ef804fd7bdd494b67","630a9733f1b1816d9fe1c41820507bac","99.67.218",10,0,"x",14,0.25,0.3,0.25,2,2,2,FALSE,TRUE,91
"835","9838a4f55ccfdf1ef804fd7bdd494b67","630a9733f1b1816d9fe1c41820507bac","99.67.218",11,0,"y",14,0.6,0.575,0.6,4,3,45,FALSE,TRUE,91
"836","9838a4f55ccfdf1ef804fd7bdd494b67","630a9733f1b1816d9fe1c41820507bac","99.67.218",12,0,"y",14,0.75,1,0.75,12,11,1.6,FALSE,TRUE,91
"837","993f1198b622d880b2d5d7b11747428a","0e81aa66ad186dc6468cdf5463b39194","97.88.245",0,0,"x",3,0.0999999999999996,0,0,28,15,2.45,FALSE,FALSE,15
"838","9a9d242e74ac3233fda92c28a9e2b01b","89b037b8c1178ef16f6ec068c695fcd7","49.200.93",0,0,"x",1,0.0999999999999996,0,0.0999999999999996,6,6,12,TRUE,FALSE,120
"839","9cfabf33dc193757adf10d8c601b78b7","f5f7608cd25c5fa98f6446a2d5e113af","204.8.8",0,0,"y",12,0.775,-3.5,0.775,112,51,1.46666666666667,FALSE,FALSE,199
"840","9cfabf33dc193757adf10d8c601b78b7","f5f7608cd25c5fa98f6446a2d5e113af","204.8.8",1,0,"x",12,0.3,-0.5,-0.25,29,16,1,FALSE,FALSE,199
"841","9cfabf33dc193757adf10d8c601b78b7","f5f7608cd25c5fa98f6446a2d5e113af","204.8.8",2,0,"x",12,0.75,-0.25,0.75,26,23,34,FALSE,FALSE,199
"842","9cfabf33dc193757adf10d8c601b78b7","f5f7608cd25c5fa98f6446a2d5e113af","204.8.8",3,0,"x",12,0,-0.25,0,6,4,17,FALSE,FALSE,199
"843","9cfabf33dc193757adf10d8c601b78b7","f5f7608cd25c5fa98f6446a2d5e113af","204.8.8",4,0,"y",12,0.3,0.4,0.4,39,21,43,FALSE,FALSE,199
"844","9cfabf33dc193757adf10d8c601b78b7","f5f7608cd25c5fa98f6446a2d5e113af","204.8.8",5,0,"y",12,0,0.45,0,54,24,1,FALSE,FALSE,199
